lin_ima,can_id,can_nam,can_off,can_off_sta,can_off_dis,can_par_aff,can_inc_cha_ope_sea,can_str1,can_str2,can_cit,can_sta,can_zip,ind_ite_con,ind_uni_con,ind_con,par_com_con,oth_com_con,can_con,tot_con,tra_fro_oth_aut_com,can_loa,oth_loa,tot_loa,off_to_ope_exp,off_to_fun,off_to_leg_acc,oth_rec,tot_rec,ope_exp,exe_leg_acc_dis,fun_dis,tra_to_oth_aut_com,can_loa_rep,oth_loa_rep,tot_loa_rep,ind_ref,par_com_ref,oth_com_ref,tot_con_ref,oth_dis,tot_dis,cas_on_han_beg_of_per,cas_on_han_clo_of_per,net_con,net_ope_exp,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4OR00172&tabIndex=1,S4OR00172,"CALLAHAN, MARK ALLEN",S,OR,0,REP,CHALLENGER,PO BOX 4352,,SALEM,OR,97302,"$1,250.00",$750.00,"$2,000.00",,,,"$2,000.00",,$93.00,,$93.00,,,,,"$2,093.00",$243.00,,,,,,,,,,,,$243.00,,"$1,850.00","$2,000.00",$243.00,,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2CA00591&tabIndex=1,S2CA00591,"CARROLL, JERRY LEON",S,CA,0,OTH,OPEN,PO BOX 9079,,STOCKTON,CA,95208,,,,,,,,,$20.00,$40.00,,,,,,$60.00,$60.00,,,,,,,,,,,,$70.00,$10.00,$20.00,,,"$1,705.00",$10.00,12/31/14,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0NV00211&tabIndex=1,S0NV00211,"CARTER, JERRY DEAN",S,NV,0,IND,OPEN,525 AMERICANA BLVD,,BOISE,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00626&tabIndex=1,S6CA00626,"CHAVEZ, ROCKY",S,CA,0,REP,OPEN,4985 CALLE ARQUERO,,OCEANSIDE,CA,92057,"$82,317.00","$7,861.00","$90,178.00",,"$3,400.00",,"$93,578.00",,,,,,,,$119.00,"$93,697.00","$84,169.00",,,,,,,,,,,,"$84,169.00",,"$9,528.00","$93,578.00","$84,169.00","$13,277.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AZ00134&tabIndex=1,S6AZ00134,"CLARK, LEONARD A",S,AZ,0,DEM,CHALLENGER,21056 N 34TH DRIVE,,PHOENIX,AZ,85027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4LA00149&tabIndex=1,S4LA00149,"CLEMENTS, THOMAS PATRICK",S,LA,0,REP,OPEN,416 CHEROKEE LANE,,LAFAYETTE,LA,705087010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$10,802.00",1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00262&tabIndex=1,S6OH00262,"CONNORS, THOMAS WILLIAM",S,OH,0,IND,CHALLENGER,3733 LOGAN AVENUE NW,,CANTON,OH,44709,,$149.00,$149.00,,,$670.00,$790.00,,,,,,,,,$820.00,$670.00,,,,,,,,,,,,$670.00,,$120.00,$820.00,$700.00,,,6/29/15,10/15/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8ID00027&tabIndex=1,S8ID00027,"CRAPO, MICHAEL D",S,ID,0,REP,INCUMBENT,,,BOISE,ID,83701,"$755,127.00","$37,846.00","$792,973.00","$1,000.00","$922,304.00",,"$1,716,277.00","$41,602.00",,,,"$4,301.00",,,"$6,672.00","$1,768,855.00","$767,404.00",,,,,,,"$4,705.00",,,"$4,705.00",,"$772,109.00","$3,500,640.00","$4,497,386.00","$1,711,572.00","$763,102.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AL00302&tabIndex=1,S6AL00302,"CRUMPTON, RONALD (RON) STEVEN",S,AL,0,DEM,CHALLENGER,1874 TRAILRIDGE DRIVE,,PELHAM,AL,351241035,$274.00,$188.00,$462.00,,,,$462.00,,,,,,,,,$462.00,$299.00,,,,,,,,,,,,$299.00,,$212.00,$462.00,$299.00,,,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4WA00524&tabIndex=1,S4WA00524,"CUMMINGS, TED",S,WA,0,IND,CHALLENGER,13112 E BLACK RD,,CHATTAROY,WA,99003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00683&tabIndex=1,S6CA00683,"DEL BECCARO, THOMAS",S,CA,0,REP,OPEN,PO BOX 984,,WILLOWS,CA,959880984,"$115,520.00","$29,622.00","$145,142.00",,,,"$145,142.00",,,,,,,,,"$145,142.00","$89,567.00",,,,,,,,,,,$300.00,"$89,867.00",,"$55,273.00","$145,142.00","$89,567.00","$14,982.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00293&tabIndex=1,S6FL00293,"DESANTIS, RONALD D",S,FL,0,REP,OPEN,PO BOX 1425,,PONTE VEDRA BEACH,FL,32004,"$1,664,431.00","$161,598.00","$1,826,029.00",,"$255,734.13",,"$2,081,763.13","$56,050.00",,,,$326.25,,,,"$2,138,139.13","$381,121.00",,,,,,,"$4,700.00",,,"$4,700.00","$5,000.00","$390,821.00","$709,750.87","$2,457,069.00","$2,077,063.13","$380,794.00","$207,304.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IN00209&tabIndex=1,S6IN00209,"DICKERSON, JOHN MARTIN",S,IN,0,DEM,OPEN,PO BOX 20270,,INDIANAPOLIS,IN,46220,"$28,500.00","$5,333.00","$33,833.00",,,,"$33,833.00",,,,,,,,,"$33,833.00","$12,841.00",,,,,,,,,,,,"$12,841.00",,"$20,991.00","$33,833.00","$12,841.00","$20,882.00",,8/12/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2MD00388&tabIndex=1,S2MD00388,"DOUGLAS, RICHARD JAMES",S,MD,0,REP,OPEN,PO BOX 586 BATTLEFIELD STATION,,BLADENSBURG,MD,20710,"$4,724.00",$323.00,"$5,048.00",,,,"$5,048.00",,,,,,,,,"$5,048.00","$3,010.00",,,,,,,,,,,,"$3,010.00",,"$2,038.00","$5,048.00","$3,010.00",$30.00,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IL00292&tabIndex=1,S6IL00292,"DUCKWORTH, L TAMMY",S,IL,0,DEM,CHALLENGER,PO BOX 10793,,CHICAGO,IL,60610,"$1,452,530.00","$923,696.00","$2,376,228.00",,"$350,340.00",,"$2,726,568.00","$1,381,809.00",,,,"$2,164.00",,,$836.00,"$4,111,382.00","$1,236,313.00",,,"$20,223.00",,,,"$4,580.00",,,"$4,580.00",,"$1,261,117.00",,"$2,850,264.00","$2,721,988.00","$1,234,147.00",,,3/30/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03458&tabIndex=1,S6MD03458,"EDWARDS, DONNA FERN",S,MD,0,DEM,OPEN,PO BOX 44305,,FORT WASHINGTON,MD,20749,"$991,127.00","$457,548.00","$1,448,676.00",,"$107,842.00",,"$1,556,518.00","$9,000.00",,,,,,,,"$1,565,518.00","$1,180,492.00",,,,,,,$999.00,,,$999.00,"$15,519.00","$1,197,011.00",,"$368,507.00","$1,555,519.00","$1,180,492.00","$19,698.00",,3/10/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CO00234&tabIndex=1,S6CO00234,"EHLER, CHARLES JOSEPH",S,CO,0,REP,CHALLENGER,575 CALLE ENTRADA,,FOUNTAIN,CO,80817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6AR00132&tabIndex=1,S6AR00132,"ELDRIDGE, CONNER",S,AR,0,DEM,CHALLENGER,PO BOX 3648,,LITTLE ROCK,AR,72203,"$386,650.00","$5,489.00","$392,139.00",,"$5,500.00","$5,400.00","$403,039.00",,,,,,,,,"$403,039.00","$2,278.00",,,,,,,,,,,,"$2,278.00",,"$400,761.00","$403,039.00","$2,278.00","$1,207.00",,8/28/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NY00375&tabIndex=1,S6NY00375,"EMANUELE, JAMES",S,NY,0,REP,CHALLENGER,PO BOX 774,,NESCONSET,NY,11767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00600&tabIndex=1,S6CA00600,"ESTRADA, JOHN",S,CA,0,REP,OPEN,5181 E OLIVE AVENUE #101,,FRESNO,CA,93727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S4CA00191&tabIndex=1,S4CA00191,"EVANS, MERVIN LEON",S,CA,0,DEM,OPEN,3306 73RD STREET SUITE 3,,LOS ANGELES,CA,90043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S8WI00026&tabIndex=1,S8WI00026,"FEINGOLD, RUSSELL DANA",S,WI,0,DEM,CHALLENGER,PO BOX 620061,,MIDDLETON,WI,53562,"$2,336,802.00","$2,095,224.00","$4,432,028.00",,"$304,825.00",,"$4,736,853.00","$30,986.00",,,,$235.00,,,,"$4,768,075.00","$1,356,281.00",,,,,,,"$35,894.00",,,"$35,894.00",,"$1,392,175.00",,"$3,375,900.00","$4,700,958.00","$1,356,045.00","$28,772.00",,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6PA00274&tabIndex=1,S6PA00274,"FETTERMAN, JOHN KART",S,PA,0,DEM,CHALLENGER,1215 BRADDOCK AVE,,BRADDOCK,PA,15104,"$102,687.00","$63,269.00","$165,957.00",,,"$2,883.00","$168,840.00",,,,,,,,,"$168,840.00","$24,916.00",,,,,,,,,,,,"$24,916.00",,"$143,923.00","$168,840.00","$24,916.00",,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IA00119&tabIndex=1,S0IA00119,"FIEGEN, THOMAS L",S,IA,0,DEM,CHALLENGER,307 SECOND AVENUE,,CLARENCE,IA,52216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6MD03474&tabIndex=1,S6MD03474,"FLOWERS, MARGARET",S,MD,0,GRE,OPEN,,,BALTIMORE,,,"$11,300.00","$2,490.00","$13,790.00",,,,"$13,790.00",,,,,,,,,"$13,790.00","$1,729.00",,,,,,,,,,,,"$1,729.00",,"$12,060.00","$13,790.00","$1,729.00",,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00733&tabIndex=1,S6CA00733,"GILDERSLEEVE, TIM",S,CA,0,UNK,OPEN,1373 TEAXWOOD DRIVE #92,,SAN JOSE,CA,96128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CO00226&tabIndex=1,S6CO00226,"GLENN, DARRYL",S,CO,0,REP,CHALLENGER,PO BOX 62667,,COLORADO SPRINGS,CO,80962,"$14,650.00","$7,540.00","$22,190.00",$200.00,,,"$22,390.00",,"$16,478.00",,"$16,478.00",$550.00,,,,"$39,419.00","$23,808.00",,,,,,,,,,,,"$23,808.00",,"$15,610.00","$22,390.00","$23,258.00","$16,479.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00400&tabIndex=1,S6FL00400,"GODWIN, MARY ELISABETH",S,FL,0,REP,OPEN,343 KIRK RD,,JACKSONVILLE,FL,32218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6IN00183&tabIndex=1,S6IN00183,"GRANT, KEVIN JAY",S,IN,0,REP,OPEN,5627 SHOOTINGSTAR LANE,,WEST LAFAYETTE,IN,47906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IA00028&tabIndex=1,S0IA00028,"GRASSLEY, CHARLES E SENATOR",S,IA,0,REP,INCUMBENT,,,DES MOINES,IA,,"$1,452,168.00","$121,119.00","$1,573,289.00",,"$947,190.00",,"$2,520,479.00","$132,362.00",,,,$475.00,,,"$8,532.00","$2,661,853.00","$563,249.00",,,,,,,"$7,500.00",,"$1,500.00","$9,000.00",$70.00,"$572,319.00","$1,838,647.00","$3,928,181.00","$2,511,479.00","$562,773.00","$11,257.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00376&tabIndex=1,S6FL00376,"GRAYSON, ALAN MARK",S,FL,0,DEM,OPEN,4415 GWYNDALE COURT,,ORLANDO,FL,32837,"$423,401.77","$516,655.17","$940,056.94",,"$106,954.00",,"$1,047,011.94",,"$150,000.00",,"$150,000.00",,,,$0.89,"$1,197,012.83","$945,932.00",,,,,,,"$25,747.16",,,"$25,747.16","$20,816.61","$992,495.77","$45,332.60","$249,849.00","$1,021,264.78","$945,932.00","$2,488,462.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NC00274&tabIndex=1,S6NC00274,"GRIFFIN, KEVIN DAY",S,NC,0,DEM,,PO BOX 12804,,DURHAM,NC,27709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6FL00384&tabIndex=1,S6FL00384,"GUTHRIE, SEAN PATRICK",S,FL,0,OTH,OPEN,1533 NANTUCKET ROAD,,VENICE,FL,34293,,,,,,$101.00,$101.00,,,,,,,,,$101.00,$79.00,,,,,,,,,,,,$79.00,$101.00,$21.00,$101.00,,,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6OH00213&tabIndex=1,S6OH00213,"HAGAN, ROBERT F",S,OH,0,DEM,CHALLENGER,562 MADERA AVE,,YOUNGSTOWN,OH,44504,,,,,,,,,,,,,,,,,$20.00,,,"$4,100.00",,,,,,,,,"$4,120.00","$4,120.00",,,"$4,120.00",,,12/31/14,3/31/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00168&tabIndex=1,S6NV00168,"HAMILTON, EDWARD INLIBERTY",S,NV,0,REP,OPEN,107 KAVA KAVA STREET,,HENDERSON,NV,89015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S2FL00193&tabIndex=1,S2FL00193,"HARIDOPOLOS, MIKE",S,FL,0,REP,OPEN,,,TAMPA,,,,,,,,,,,,,,,,,"$2,733.00","$2,733.00","$30,654.00",,,,,,,,,,,"$46,000.00","$76,654.00","$1,029,928.00","$956,008.00",,"$30,654.00",,,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6CA00584&tabIndex=1,S6CA00584,"HARRIS, KAMALA D",S,CA,0,DEM,OPEN,777 S FIGUEROA ST STE 4050,,LOS ANGELES,CA,90017,"$4,865,761.00","$877,505.00","$5,743,268.00",,"$214,367.00",,"$5,957,636.00","$35,450.00",,,,"$1,943.00",,,"$5,746.00","$6,000,775.00","$2,582,646.00",,,,,,,"$80,688.00",,,"$80,688.00","$3,380.00","$2,666,715.00",,"$3,334,061.00","$5,876,947.00","$2,580,702.00","$401,454.00",,1/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NH00091&tabIndex=1,S6NH00091,"HASSAN, MARGARET WOOD",S,NH,0,DEM,CHALLENGER,PO BOX 298,,CONCORD,NH,3302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S6NV00218&tabIndex=1,S6NV00218,"HECK, JOE",S,NV,0,REP,OPEN,PO BOX 753908,,LAS VEGAS,NV,89136,"$889,653.00","$185,996.00","$1,075,649.00",,"$245,750.00",,"$1,321,399.00","$1,442,294.00",,,,$174.00,,,,"$2,763,868.00","$467,833.00",,,,,,,"$1,135.00",,"$1,000.00","$2,135.00",,"$469,968.00",,"$2,293,899.00","$1,319,264.00","$467,659.00",,,7/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0IN00061&tabIndex=1,S0IN00061,"HILL, BARON P",S,IN,0,DEM,OPEN,PO BOX 30675,,INDIANAPOLIS,IN,46230,"$310,251.00","$36,001.00","$346,252.00",,"$73,800.00",,"$420,052.00",,,,,,,,$0.26,"$420,052.00","$124,710.00",,,,,,,,,,,"$2,000.00","$126,710.00",,"$293,341.00","$420,052.00","$124,710.00",,,4/1/15,9/30/15
http://www.fec.gov/fecviewer/CandidateCommitteeDetail.do?candidateCommitteeId=S0ND00093&tabIndex=1,S0ND00093,"HOEVEN, JOHN",S,ND,0,REP,INCUMBENT,1131 NORTH 4TH STREET,,BISMARCK,ND,58501,"$389,530.00","$21,974.00","$411,504.00","$1,000.00","$527,700.00","$100,000.00","$1,040,205.00","$32,958.00",,,,,,,,"$1,073,163.00","$152,139.00",,,,,,,"$2,500.00",,"$2,571.00","$5,071.00",,"$157,211.00",,"$2,000,265.00","$1,035,133.00","$152,139.00","$100,000.00",,1/1/15,9/30/15
